Date,Open,High,Low,Close,"Adj Close",Volume
2019-01-11,0.49810001254082,0.51440000534058,0.49810001254082,0.50700002908707,0.47703033685684,939476000
2019-01-14,0.50749999284744,0.51209998130798,0.50650000572205,0.50859999656677,0.47853571176529,417267000
2019-01-15,0.51090002059937,0.5116999745369,0.50599998235703,0.50989997386932,0.47975885868073,479708000
2019-01-16,0.50910001993179,0.5184999704361,0.50849997997284,0.51349997520447,0.4831460416317,584554000
2019-01-17,0.51310002803802,0.51679998636246,0.51099997758865,0.5149000287056,0.48446333408356,537532000
2019-01-18,0.51599997282028,0.51889997720718,0.51349997520447,0.5149000287056,0.48446333408356,481559000
2019-01-21,0.51499998569489,0.51700001955032,0.50849997997284,0.50999999046326,0.4798529446125,517695000
2019-01-22,0.51099997758865,0.51099997758865,0.50019997358322,0.50139999389648,0.47176131606102,738368000
2019-01-23,0.5029000043869,0.51349997520447,0.50160002708435,0.50690001249313,0.47693622112274,793662000
2019-01-24,0.50650000572205,0.51340001821518,0.50499999523163,0.50730001926422,0.47731259465218,457018000
2019-01-25,0.50800001621246,0.51130002737045,0.50639998912811,0.50929999351501,0.47919434309006,249725000
2019-01-28,0.50999999046326,0.51389998197556,0.50230002403259,0.50230002403259,0.47260814905167,419654000
2019-01-29,0.50449997186661,0.50650000572205,0.50040000677109,0.50400000810623,0.47420763969421,378636000
2019-01-30,0.50449997186661,0.50880002975464,0.50129997730255,0.50800001621246,0.47797119617462,420396000
2019-01-31,0.51099997758865,0.51380002498627,0.50859999656677,0.51300001144409,0.48267564177513,810784000
2019-02-01,0.51349997520447,0.51520001888275,0.51059997081757,0.51319998502731,0.48286378383636,290782000
2019-02-04,0.51660001277924,0.53189998865128,0.51370000839233,0.53039997816086,0.49904707074165,989852000
2019-02-05,0.53299999237061,0.53939998149872,0.52649998664856,0.52929997444153,0.49801209568977,814581000
2019-02-06,0.52939999103546,0.53210002183914,0.52730000019073,0.52770000696182,0.496506690979,218639200
2019-02-07,0.5271999835968,0.52759999036789,0.51959997415543,0.52079999446869,0.49001455307007,472673000
2019-02-08,0.52029997110367,0.52670001983643,0.51899999380112,0.52520000934601,0.49415448307991,316733000
2019-02-11,0.52840000391006,0.52929997444153,0.52109998464584,0.52340000867844,0.49246087670326,492649000
2019-02-12,0.52600002288818,0.52770000696182,0.52289998531342,0.52499997615814,0.49396625161171,218951000
2019-02-13,0.52649998664856,0.52890002727509,0.52149999141693,0.5217000246048,0.49086138606071,597915000
2019-02-14,0.51990002393723,0.52469998598099,0.51029998064041,0.51569998264313,0.48521602153778,682832000
2019-02-15,0.51670002937317,0.5184999704361,0.51330000162125,0.5184999704361,0.48785048723221,251739000
2019-02-18,0.5194000005722,0.51980000734329,0.51120001077652,0.51230001449585,0.48201701045036,352652000
2019-02-19,0.51300001144409,0.51330000162125,0.50700002908707,0.50830000638962,0.47825345396996,339263000
2019-02-20,0.50900000333786,0.51599997282028,0.50849997997284,0.51099997758865,0.4807938337326,291231000
2019-02-21,0.51130002737045,0.51389998197556,0.50239998102188,0.50269997119904,0.47298446297646,403147331
2019-02-22,0.50400000810623,0.50999999046326,0.50269997119904,0.50709998607635,0.47712436318398,421246000
2019-02-25,0.50800001621246,0.51840001344681,0.50700002908707,0.51109999418259,0.48088794946671,594550000
2019-02-26,0.51099997758865,0.5120000243187,0.50349998474121,0.50449997186661,0.47467803955078,467933000
2019-02-27,0.50510001182556,0.50690001249313,0.4995000064373,0.50019997358322,0.47063222527504,547840000
2019-02-28,0.50019997358322,0.5009999871254,0.49509999155998,0.49700000882149,0.4676214158535,411558000
2019-03-01,0.49750000238419,0.50349998474121,0.49750000238419,0.49990001320839,0.47034999728203,287306000
2019-03-04,0.50040000677109,0.50069999694824,0.49599999189377,0.49649998545647,0.46715095639229,224656000
2019-03-05,0.49720001220703,0.49720001220703,0.49200001358986,0.49210000038147,0.46301105618477,303307000
2019-03-06,0.4936999976635,0.49720001220703,0.49210000038147,0.49579998850822,0.46649235486984,226777000
2019-03-07,0.49489998817444,0.4961000084877,0.49279999732971,0.49410000443459,0.46489283442497,195869000
2019-03-11,0.49489998817444,0.49579998850822,0.49300000071526,0.49500000476837,0.4657396376133,169005000
2019-03-12,0.49500000476837,0.50260001420975,0.49309998750687,0.49970000982285,0.47016182541847,367864000
2019-03-13,0.50169998407364,0.51059997081757,0.49979999661446,0.50870001316071,0.47862982749939,554861000
2019-03-14,0.50900000333786,0.5106999874115,0.50050002336502,0.50199997425079,0.47232583165169,443274000
2019-03-15,0.5009999871254,0.50660002231598,0.50029999017715,0.50160002708435,0.4719495177269,272347000
2019-03-18,0.50260001420975,0.50900000333786,0.5009999871254,0.50730001926422,0.47731259465218,561404000
2019-03-19,0.5058000087738,0.512600004673,0.5058000087738,0.50940001010895,0.47928842902184,293641450
