Date,Open,High,Low,Close,"Adj Close",Volume
2020-01-13,0.59350001811981,0.61000001430511,0.59219998121262,0.60900002717972,0.60900002717972,2840543000
2020-01-14,0.6211000084877,0.71369999647141,0.61510002613068,0.68699997663498,0.68699997663498,17801429000
2020-01-15,0.68800002336502,0.70310002565384,0.65600001811981,0.66530001163483,0.66530001163483,7290943000
2020-01-16,0.6690000295639,0.69199997186661,0.63529998064041,0.63999998569489,0.63999998569489,7440146715
2020-01-17,0.63099998235703,0.66350001096725,0.62699997425079,0.65700000524521,0.65700000524521,6916343000
2020-01-20,0.66100001335144,0.68900001049042,0.65909999608994,0.67720001935959,0.67720001935959,5049493315
2020-01-21,0.67250001430511,0.67470002174377,0.658999979496,0.66500002145767,0.66500002145767,2114510000
2020-01-22,0.6690000295639,0.67479997873306,0.65499997138977,0.6603000164032,0.6603000164032,2687243000
2020-01-23,0.65659999847412,0.69270002841949,0.64499998092651,0.68489998579025,0.68489998579025,4708396000
2020-01-24,0.69499999284744,0.7049999833107,0.68589997291565,0.69459998607635,0.69459998607635,4652058000
2020-01-27,0.68730002641678,0.69450002908707,0.6628999710083,0.67710000276566,0.67710000276566,3207710000
2020-01-28,0.68059998750687,0.68959999084473,0.67049998044968,0.68699997663498,0.68699997663498,1937174000
2020-01-29,0.68999999761581,0.71740001440048,0.68040001392365,0.70719999074936,0.70719999074936,4620121000
2020-01-30,0.70139998197556,0.71630001068115,0.69359999895096,0.70389997959137,0.70389997959137,3382038000
2020-01-31,0.70579999685287,0.72369998693466,0.68550002574921,0.68879997730255,0.68879997730255,4884575000
2020-02-03,0.68500000238419,0.70200002193451,0.67979997396469,0.70149999856949,0.70149999856949,2324958000
2020-02-04,0.70749998092651,0.71979999542236,0.70450001955032,0.70779997110367,0.70779997110367,1959316000
2020-02-05,0.70950001478195,0.71799999475479,0.70520001649857,0.70859998464584,0.70859998464584,2019561000
2020-02-06,0.71119999885559,0.71509999036789,0.69319999217987,0.7059999704361,0.7059999704361,2160065000
2020-02-07,0.70700001716614,0.73000001907349,0.70700001716614,0.72710001468658,0.72710001468658,4446530000
2020-02-10,0.73100000619888,0.73659998178482,0.70880001783371,0.716000020504,0.716000020504,2854558000
