Date,Open,High,Low,Close,"Adj Close",Volume
2019-12-16,195.27000427246,199.11999511719,194.80999755859,197.91999816895,197.91999816895,14911500
2019-12-17,198.83999633789,199,196.13000488281,198.38999938965,198.38999938965,10175700
2019-12-18,200.08999633789,204.30000305176,200.08999633789,202.5,202.5,23274400
2019-12-19,202.7799987793,206.30000305176,202.50999450684,206.05999755859,206.05999755859,16514600
2019-12-20,207.47999572754,207.71000671387,203.42999267578,206.30000305176,206.30000305176,27306900
2019-12-23,206.69999694824,208.58999633789,205.67999267578,206.17999267578,206.17999267578,13348900
2019-12-24,206.30000305176,206.78999328613,205,205.11999511719,205.11999511719,6046300
2019-12-26,205.57000732422,207.82000732422,205.30999755859,207.78999328613,207.78999328613,9350700
2019-12-27,208.66999816895,208.92999267578,206.58999633789,208.10000610352,208.10000610352,10284200
2019-12-30,207.86000061035,207.89999389648,203.89999389648,204.41000366211,204.41000366211,10524300
2019-12-31,204,205.55999755859,203.60000610352,205.25,205.25,8953500
2020-01-02,206.75,209.78999328613,206.27000427246,209.7799987793,209.7799987793,12077100
2020-01-03,207.21000671387,210.39999389648,206.94999694824,208.66999816895,208.66999816895,11188400
2020-01-06,206.69999694824,212.7799987793,206.52000427246,212.60000610352,212.60000610352,17058900
2020-01-07,212.82000732422,214.58000183105,211.75,213.05999755859,213.05999755859,14912400
2020-01-08,213,216.24000549316,212.61000061035,215.2200012207,215.2200012207,13475000
2020-01-09,217.53999328613,218.38000488281,216.2799987793,218.30000305176,218.30000305176,12642800
2020-01-10,219.19999694824,219.88000488281,217.41999816895,218.05999755859,218.05999755859,12119400
2020-01-13,219.60000610352,221.9700012207,219.21000671387,221.91000366211,221.91000366211,14463400
